##### bftga! (ode)  d4lorenz ::: Sat May  2 00:05:17 2015

#####                b               pm               pr                q                r
#####             2.67                5               10      5.329990234             4500
#
# sk  lk               q                r               x1               x2               x3               x4              wr1              wa1              wr2              wa2              wr3              wa3              wr4              wa4              tau  bftype
 458   2      5.714121094      5395.998047               0     -721.9255072      5533.193054      71.97898207     0.7272114065     0.9999915878     0.7272114065     0.9999915878      1.000000017      1.000000017    0.04573859924    0.04573859924      0.200053117  bfnsa 0(D)
 459   2      5.714945068      5397.998047               0     -722.2068141      5535.201474      71.99047647     0.7274255484      1.000001813     0.7274255484      1.000001813     0.9999999965     0.9999999965    0.04576687045    0.04576687045     0.2000150414  bfnsa 0(D)
 460   2      5.715775146      5399.998047               0     -722.4874579       5537.20804      72.00188732     0.7276366137      1.000007941     0.7276366137      1.000007941      1.000000007      1.000000007    0.04579548227    0.04579548227     0.1999770111  bfnsa 0(D)
 461   2      5.716586914      5401.998047               0     -722.7660416      5539.208978      72.01304825     0.7278387026       1.00000154     0.7278387026       1.00000154     0.9999999884     0.9999999884     0.0458251422     0.0458251422     0.1999390749  bfnsa 0(D)
 462   2      5.717416992      5403.998047               0     -723.0453556      5541.211831      72.02429195     0.7280436211     0.9999995056     0.7280436211     0.9999995056     0.9999999798     0.9999999798    0.04585443878    0.04585443878     0.1999011349  bfnsa 0(D)
 463   2       5.71822876      5405.998047               0     -723.3254008        5543.2166      72.03561844      0.728251367      1.000001824      0.728251367      1.000001824      1.000000015      1.000000015    0.04588337106    0.04588337106     0.1998631911  bfnsa 0(D)
 464   2      5.719046631      5407.998047               0     -723.6047803      5545.219512      72.04686136     0.7284560418      1.000000068     0.7284560418      1.000000068      1.000000016      1.000000016    0.04591264656    0.04591264656     0.1998252923  bfnsa 0(D)
 465   2      5.719870605      5409.998047               0     -723.8848918      5547.224342      72.05818707       0.72866355      1.000002679       0.72866355      1.000002679     0.9999999865     0.9999999865    0.04594155911    0.04594155911     0.1997873897  bfnsa 0(D)
 466   2      5.720688477      5411.998047               0     -724.1629375      5549.223536      72.06926278     0.7288620772     0.9999927651     0.7288620772     0.9999927651      1.000000002      1.000000002    0.04597152009    0.04597152009     0.1997495809  bfnsa 0(D)
 467   2      5.721512451      5413.998047               0     -724.4445147      5551.232203      72.08075413     0.7290752472      1.000004086     0.7290752472      1.000004086      0.999999992      0.999999992    0.04599970427    0.04599970427     0.1997116706  bfnsa 0(D)
 468   2      5.722330322      5415.998047               0     -724.7226246      5553.231454      72.09182903     0.7292735333     0.9999944572     0.7292735333     0.9999944572      1.000000009      1.000000009    0.04602964462    0.04602964462      0.199673903  bfnsa 0(D)
 469   2      5.723154297      5417.998047               0     -725.0042695      5555.240183      72.10331963     0.7294864623      1.000006049     0.7294864623      1.000006049      1.000000013      1.000000013    0.04605780661    0.04605780661     0.1996360338  bfnsa 0(D)
 470   2      5.723972168      5419.998047               0     -725.2824437      5557.239492      72.11439372     0.7296845111     0.9999967113     0.7296845111     0.9999967113     0.9999999915     0.9999999915    0.04608772745    0.04608772745     0.1995983071  bfnsa 0(D)
 471   2      5.724783936      5421.998047               0     -725.5613507      5559.240719      72.12555064     0.7298853919     0.9999917293     0.7298853919     0.9999917293     0.9999999842     0.9999999842    0.04611728384    0.04611728384     0.1995605765  bfnsa 0(D)
 472   2      5.725614014      5423.998047               0     -725.8423949      5561.247649      72.13695687     0.7300950076     0.9999995123     0.7300950076     0.9999995123      1.000000018      1.000000018    0.04614576667    0.04614576667     0.1995227933  bfnsa 0(D)
 473   2      5.726425781      5425.998047               0     -726.1227711      5563.252719      72.14827948     0.7303015565      1.000003234     0.7303015565      1.000003234     0.9999999906     0.9999999906    0.04617459427    0.04617459427     0.1994850548  bfnsa 0(D)
 474   2      5.727243652      5427.998047               0     -726.4024783      5565.255927      72.15951846     0.7305050317      1.000002877     0.7305050317      1.000002877     0.9999999963     0.9999999963    0.04620376465    0.04620376465     0.1994473611  bfnsa 0(D)
 475   2      5.728067627      5429.998047               0     -726.6829209      5567.261057       72.1708403     0.7307113428      1.000006873     0.7307113428      1.000006873     0.9999999768     0.9999999768    0.04623257048    0.04623257048     0.1994096636  bfnsa 0(D)
 476   2      5.728885498      5431.998047               0     -726.9612876      5569.260537        72.181912     0.7309086741     0.9999983752     0.7309086741     0.9999983752       1.00000001       1.00000001    0.04626242836    0.04626242836     0.1993720594  bfnsa 0(D)
 477   2      5.729697266      5433.998047               0     -727.2403891      5571.261939      72.19306655     0.7311088432     0.9999942362     0.7311088432     0.9999942362     0.9999999967     0.9999999967    0.04629192248    0.04629192248     0.1993344514  bfnsa 0(D)
 478   2      5.730515137      5435.998047               0     -727.5216341      5573.269052      72.20447049     0.7313177531      1.000002852     0.7313177531      1.000002852     0.9999999744     0.9999999744    0.04632034176    0.04632034176     0.1992967905  bfnsa 0(D)
 479   2      5.731339111      5437.998047               0     -727.8022091      5575.274302       72.2157908     0.7315235908      1.000007392     0.7315235908      1.000007392     0.9999999824     0.9999999824    0.04634910431    0.04634910431     0.1992591744  bfnsa 0(D)
 480   2      5.732156982      5439.998047               0     -728.0807041      5577.273896      72.22686091     0.7317204531     0.9999994627     0.7317204531     0.9999994627     0.9999999905     0.9999999905    0.04637892161    0.04637892161     0.1992216516  bfnsa 0(D)
 481   2       5.73296875      5441.998047               0     -728.3599353      5579.275415      72.23801389     0.7319201497     0.9999958738     0.7319201497     0.9999958738      1.000000018      1.000000018    0.04640837291    0.04640837291     0.1991841248  bfnsa 0(D)
 482   2      5.733786621      5443.998047               0     -728.6413142       5581.28265      72.24941633     0.7321285902       1.00000503     0.7321285902       1.00000503      1.000000011      1.000000011    0.04643674849    0.04643674849     0.1991465453  bfnsa 0(D)
 483   2      5.734598389      5445.998047               0     -728.9191996      5583.280433      72.26040195     0.7323221527     0.9999933354     0.7323221527     0.9999933354     0.9999999767     0.9999999767    0.04646689134    0.04646689134     0.1991091075  bfnsa 0(D)
 484   2       5.73541626      5447.998047               0     -729.2006451      5585.287729      72.27180364       0.73253036      1.000002762       0.73253036      1.000002762     0.9999999748     0.9999999748    0.04649524516    0.04649524516     0.1990715685  bfnsa 0(D)
 485   2      5.736240234      5449.998047               0     -729.4814186      5587.293159      72.28312167     0.7327354949      1.000008114     0.7327354949      1.000008114      1.000000025      1.000000025    0.04652394245    0.04652394245     0.1990340742  bfnsa 0(D)
 486   2      5.737045898      5451.998047               0      -729.760106      5589.292925       72.2941894     0.7329316618      1.000001036     0.7329316618      1.000001036     0.9999999935     0.9999999935    0.04655369853    0.04655369853     0.1989966727  bfnsa 0(D)
 487   2      5.737869873      5453.998047               0     -730.0395317      5591.294618      72.30534004     0.7331306635     0.9999982856     0.7331306635     0.9999982856      0.999999996      0.999999996    0.04658308762    0.04658308762     0.1989592673  bfnsa 0(D)
 488   2      5.738687744      5455.998047               0     -730.3196968      5593.298238      72.31657361     0.7333325032     0.9999998682     0.7333325032     0.9999998682     0.9999999904     0.9999999904    0.04661211029    0.04661211029     0.1989218576  bfnsa 0(D)
 489   2      5.739499512      5457.998047               0     -730.5991873      5595.299989      72.32772348     0.7335312741     0.9999973935     0.7335312741     0.9999973935     0.9999999987     0.9999999987    0.04664147828    0.04664147828     0.1988844924  bfnsa 0(D)
 490   2      5.740317383      5459.998047               0     -730.8808336      5597.307468      72.33912293     0.7337387902      1.000007631     0.7337387902      1.000007631     0.9999999854     0.9999999854    0.04666976709    0.04666976709     0.1988470746  bfnsa 0(D)
 491   2       5.74112915      5461.998047               0      -731.158973      5599.305477      72.35010537     0.7339314247     0.9999970489     0.7339314247     0.9999970489      1.000000016      1.000000016    0.04669982636    0.04669982636     0.1988097981  bfnsa 0(D)
 492   2      5.741947021      5463.998047               0     -731.4406861      5601.313017      72.36150409     0.7341387127      1.000007557     0.7341387127      1.000007557     0.9999999925     0.9999999925     0.0467280936     0.0467280936     0.1987724205  bfnsa 0(D)
 493   2      5.742758789      5465.998047               0     -731.7188888      5603.311082      72.37248574     0.7343311195     0.9999972578     0.7343311195     0.9999972578      1.000000014      1.000000014    0.04675813254    0.04675813254     0.1987351841  bfnsa 0(D)
 494   2       5.74357666      5467.998047               0     -732.0006688      5605.318682      72.38388371     0.7345381794      1.000008033     0.7345381794      1.000008033      0.999999996      0.999999996    0.04678637783    0.04678637783     0.1986978467  bfnsa 0(D)
 495   2      5.744388428      5469.998047               0      -732.278935      5607.316804      72.39486457     0.7347303619     0.9999980223     0.7347303619     0.9999980223     0.9999999766     0.9999999766    0.04681639712    0.04681639712     0.1986606503  bfnsa 0(D)
